,0,1,2,3,4,5,6,7,8,9,10,11,target
0,0.0,0.0,0.818181818182,0.352941176471,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0,0.0471264367816,0.727272727273,0.235294117647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,0.333333333333,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,0.0,0.0,0.454545454545,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,0.277777777778,0.0,0.636363636364,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5,0.588888888889,0.0,0.636363636364,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6,0.666666666667,0.0,0.818181818182,0.294117647059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7,0.0,0.0,0.454545454545,0.529411764706,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,0.144444444444,0.0,0.727272727273,0.470588235294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0.222222222222,0.0,0.818181818182,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10,0.333333333333,0.0,0.818181818182,0.470588235294,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11,0.666666666667,0.0471264367816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,0.0,0.0,0.636363636364,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,0.233333333333,0.195402298851,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
14,0.333333333333,0.0,0.545454545455,0.294117647059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,0.0555555555556,0.0,0.818181818182,0.588235294118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,0.0555555555556,0.0,0.727272727273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,0.0333333333333,0.0,0.909090909091,0.117647058824,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,0.244444444444,1.0,0.545454545455,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19,0.144444444444,0.188505747126,0.727272727273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20,0.111111111111,0.0,0.636363636364,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21,0.0,0.0,1.0,0.529411764706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0.333333333333,0.0,0.909090909091,0.235294117647,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23,0.0,0.130344827586,0.818181818182,0.0588235294118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,0.0,0.0337931034483,0.909090909091,0.352941176471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,0.833333333333,0.188505747126,0.818181818182,0.294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26,0.0555555555556,0.0,1.0,0.470588235294,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,0.111111111111,0.00758620689655,0.909090909091,0.294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0.555555555556,0.0,0.727272727273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0.333333333333,0.0,0.181818181818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,0.277777777778,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
31,0.0555555555556,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,0.233333333333,0.571264367816,0.545454545455,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0.0,0.0,0.909090909091,0.0588235294118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,0.322222222222,0.0,0.909090909091,0.705882352941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,0.277777777778,0.0,0.818181818182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,0.333333333333,0.0,0.727272727273,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0.277777777778,0.0,0.636363636364,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
38,0.222222222222,0.0,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0.355555555556,0.0,0.727272727273,0.470588235294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0.0555555555556,0.0,0.545454545455,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0.0,0.0,0.454545454545,0.647058823529,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0.111111111111,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,0.0,0.0,0.818181818182,0.352941176471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,0.166666666667,0.0,0.454545454545,0.705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,0.0,0.0,0.818181818182,0.764705882353,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,0.188888888889,0.328735632184,0.727272727273,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
47,0.0333333333333,0.0,0.0,0.764705882353,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
48,0.2,0.0,1.0,0.705882352941,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
49,0.0,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50,0.555555555556,0.663218390805,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0.4,0.0,1.0,0.145780050588,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0.477777777778,0.0,0.818181818182,0.470588235294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,0.0555555555556,0.0,1.0,0.823529411765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,0.288888888889,0.0,0.818181818182,0.294117647059,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0.411111111111,0.0747126436782,0.0909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.166666666667,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57,0.0555555555556,0.150574712644,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58,0.222222222222,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,0.0555555555556,0.0,0.818181818182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60,0.111111111111,0.0,0.909090909091,0.294117647059,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.636363636364,0.529411764706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,0.0333333333333,0.0,0.818181818182,0.529411764706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,0.333333333333,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
64,0.633333333333,0.241379310345,0.545454545455,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
65,0.0,0.0,0.454545454545,0.529411764706,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,0.0555555555556,0.0,0.454545454545,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
67,0.311111111111,0.0,0.636363636364,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
68,0.0,0.0436781609195,0.545454545455,0.235294117647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0.333333333333,0.0,1.0,0.705882352941,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
70,0.0,0.0,0.818181818182,0.352941176471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,0.0666666666667,0.155172413793,0.818181818182,0.294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,0.466666666667,0.0724137931034,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,0.366666666667,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
74,0.333333333333,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.909090909091,0.352941176471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.166666666667,0.0,0.909090909091,0.470588235294,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,0.0333333333333,0.0,0.818181818182,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
78,0.366666666667,0.0,0.818181818182,0.294117647059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,0.3,0.0,0.636363636364,0.176470588235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.187816091954,0.727272727273,0.294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
81,0.0,0.0,0.727272727273,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,0.277777777778,0.0,1.0,0.176470588235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,0.366666666667,0.0,0.727272727273,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
84,0.133333333333,0.0,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,0.122222222222,0.0,0.818181818182,0.588235294118,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,0.344444444444,0.0,0.0,0.470588235294,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
87,0.355555555556,0.273563218391,0.545454545455,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88,0.0,0.0,0.727272727273,0.235294117647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,0.988888888889,0.0,0.636363636364,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,0.333333333333,0.0,0.909090909091,0.529411764706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
91,0.444444444444,0.0,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,0.522222222222,0.166666666667,0.818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
93,0.0,0.0,0.545454545455,0.235294117647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.727272727273,0.470588235294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
95,0.0666666666667,0.0,0.909090909091,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
96,0.0,0.0,0.454545454545,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,0.833333333333,0.0119540229885,0.909090909091,0.294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98,0.6,0.571264367816,0.545454545455,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99,0.311111111111,0.0,0.727272727273,0.705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.823529411765,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
101,0.333333333333,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
102,0.344444444444,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103,0.933333333333,0.124137931034,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.0,0.0,0.818181818182,0.352941176471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,0.111111111111,0.0,0.818181818182,0.470588235294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106,0.111111111111,0.0,0.909090909091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,0.333333333333,0.0,0.727272727273,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
108,0.666666666667,0.0225287356322,1.0,0.294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109,1.0,0.0,0.909090909091,0.470588235294,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,0.333333333333,0.0,0.454545454545,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
111,0.811111111111,0.0,0.727272727273,0.176470588235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,0.555555555556,0.0747126436782,0.0,0.294117647059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
113,0.144444444444,0.0,0.454545454545,0.823529411765,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114,0.833333333333,0.0586206896552,0.0,0.294117647059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
115,0.211111111111,0.311494252874,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
116,0.0555555555556,0.0,1.0,0.705882352941,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
117,0.955555555556,0.116091954023,0.636363636364,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118,0.388888888889,0.0,0.545454545455,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
119,0.333333333333,0.0,1.0,0.411764705882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
120,0.333333333333,0.0,0.454545454545,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
121,0.0,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,0.0555555555556,0.0,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,0.555555555556,0.0,0.636363636364,0.176470588235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124,0.222222222222,0.0701149425287,0.727272727273,0.294117647059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
125,0.0,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.454545454545,0.235294117647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,0.377777777778,0.0,0.454545454545,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
128,0.188888888889,0.0,0.0,0.470588235294,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
129,0.111111111111,0.0,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,0.266666666667,0.424137931034,0.636363636364,0.176470588235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
131,0.777777777778,0.0,0.909090909091,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,0.0555555555556,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
133,0.366666666667,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
134,0.111111111111,0.0,1.0,0.411764705882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
135,0.288888888889,0.0724137931034,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
136,0.333333333333,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
137,0.333333333333,0.0,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
138,0.2,0.0,0.909090909091,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139,0.0,0.0,0.636363636364,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,0.133333333333,0.663218390805,0.454545454545,0.470588235294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,0.111111111111,0.0,0.636363636364,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
142,0.522222222222,0.0,0.727272727273,0.294117647059,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,0.0,0.0,0.454545454545,0.176470588235,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144,0.611111111111,0.0,0.818181818182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
145,1.0,0.0,0.818181818182,0.294117647059,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
146,0.0333333333333,0.0,0.636363636364,0.588235294118,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,0.0333333333333,0.0,0.0,0.470588235294,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
148,0.111111111111,0.0,0.454545454545,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
149,0.9,0.0,0.0909090909091,0.176470588235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
150,0.222222222222,0.0,0.545454545455,0.411764705882,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
151,0.0,0.0,0.727272727273,0.235294117647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,0.344444444444,0.0,0.727272727273,0.529411764706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
153,0.255555555556,0.0,1.0,0.176470588235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
154,0.0,0.0,1.0,0.235294117647,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
155,0.111111111111,0.0,0.454545454545,0.705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
156,0.0,0.0,0.0,0.529411764706,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
157,0.0,0.0186206896552,0.909090909091,0.0588235294118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
158,0.0,0.0,0.818181818182,0.941176470588,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,0.111111111111,0.0,0.636363636364,0.470588235294,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
